N,P,K,temperature,ph,label
107,5,52,26.6634609,6.881,watermelon
103,16,49,24.06731461,6.916,watermelon
101,20,48,24.6774157,6.206,watermelon
85,25,47,26.11440416,6.295,watermelon
84,7,51,26.81530456,6.4,watermelon
102,28,54,25.15623099,6.862,watermelon
98,25,52,25.2801372,6.224,watermelon
97,25,50,26.22005978,6.094,watermelon
90,16,45,24.92093261,6.292,watermelon
95,12,46,26.21667586,6.323,watermelon
82,23,49,26.81383586,6.873,watermelon
82,25,51,24.31334971,6.074,watermelon
110,28,46,24.29105004,6.499,watermelon
118,21,51,24.42998931,6.679,watermelon
120,20,45,25.66576039,6.114,watermelon
91,7,52,25.07803672,6.405,watermelon
81,6,55,24.88910524,6.11,watermelon
101,13,54,25.42900869,6.829,watermelon
101,17,55,24.37118217,6.451,watermelon
111,6,53,26.493064500000006,6.314,watermelon
107,10,49,25.83202912,6.755,watermelon
115,11,46,24.41592661,6.623,watermelon
84,25,52,24.37190239,6.125,watermelon
120,7,47,24.24782473,6.654,watermelon
91,12,46,24.64458469,6.344,watermelon
89,22,52,24.89681131,6.217,watermelon
113,19,46,25.41864024,6.286,watermelon
97,22,50,26.26028739,6.77,watermelon
117,30,50,24.90123934,6.745,watermelon
90,14,52,24.84740848,6.392,watermelon
104,23,47,26.98212846,6.77,watermelon
81,16,45,26.90435747,6.727,watermelon
88,5,47,25.86475496,6.662,watermelon
92,7,45,26.70607759,6.945,watermelon
81,18,50,26.44019475,6.507,watermelon
111,5,55,26.283443,6.521,watermelon
108,23,51,26.84366082,6.107,watermelon
113,30,50,26.03967219,6.277,watermelon
83,10,53,24.92994759,6.195,watermelon
101,11,51,25.50736962,6.792,watermelon
114,21,55,25.4438391,6.473,watermelon
99,6,45,26.12588914,6.001,watermelon
92,20,55,25.10474753,6.588,watermelon
92,7,48,26.27520631,6.957,watermelon
91,24,55,26.27061608,6.259,watermelon
110,21,54,26.73690828,6.748,watermelon
112,25,51,25.04746944,6.933,watermelon
89,25,54,24.69368934,6.353,watermelon
100,10,53,24.54356968,6.212,watermelon
83,22,54,25.89762315,6.277,watermelon
95,14,50,26.6333118,6.56,watermelon
119,30,49,25.35794749,6.903,watermelon
97,12,47,25.28784623,6.765,watermelon
110,7,45,26.63838589,6.189,watermelon
96,18,50,25.3310446,6.904,watermelon
83,23,55,26.89750174,6.463,watermelon
120,24,47,26.98603693,6.261,watermelon
115,17,55,27.57826922,6.777,muskmelon
114,27,48,27.82054812,6.528,muskmelon
101,25,52,29.09910406,6.75,muskmelon
118,18,52,28.04943594,6.563,muskmelon
95,26,45,29.91690582,6.118,muskmelon
81,25,49,29.86895762,6.076,muskmelon
117,24,53,29.17220859,6.293,muskmelon
114,30,51,29.24908541,6.069,muskmelon
113,6,52,27.76317235,6.741,muskmelon
108,26,52,28.82629037,6.202,muskmelon
81,30,48,28.52379742,6.041,muskmelon
115,9,52,29.06785065,6.019,muskmelon
83,7,45,29.08417927,6.704,muskmelon
84,21,55,28.47090661,6.494,muskmelon
109,26,45,28.27973674,6.225,muskmelon
95,27,55,28.47212559,6.16,muskmelon
119,5,55,29.68846716,6.169,muskmelon
110,14,51,27.02415146,6.085,muskmelon
82,18,48,29.09588297,6.159,muskmelon
87,14,48,29.69238699,6.606,muskmelon
85,9,53,28.20619412,6.448,muskmelon
100,6,53,29.05248036,6.106,muskmelon
107,12,46,29.57240298,6.56,muskmelon
91,13,47,29.10968327,6.144,muskmelon
102,25,50,28.20480805,6.1,muskmelon
117,25,53,29.11858526,6.414,muskmelon
85,21,52,29.62800691,6.075,muskmelon
104,25,55,29.81196601,6.124,muskmelon
102,24,54,27.72338349,6.698,muskmelon
116,25,50,29.26092798,6.089,muskmelon
100,17,48,29.72791119,6.368,muskmelon
110,25,54,28.91105641,6.426,muskmelon
104,25,51,28.96361426,6.47,muskmelon
107,11,54,28.59052369,6.094,muskmelon
98,26,52,27.33897716,6.15,muskmelon
88,17,52,29.90415889,6.647,muskmelon
87,25,46,27.42711692,6.38,muskmelon
120,8,46,29.55657523,6.733,muskmelon
95,13,46,29.84070774,6.126,muskmelon
108,22,47,28.53545677,6.161,muskmelon
82,13,52,27.11535046,6.443,muskmelon
120,23,55,27.84492803,6.732,muskmelon
110,22,47,29.03157242,6.244,muskmelon
95,23,45,27.82424457,6.266,muskmelon
106,10,49,27.72653142,6.351,muskmelon
99,12,52,28.69708334,6.003,muskmelon
106,20,51,29.73019662,6.343,muskmelon
83,11,53,29.54097171,6.164,muskmelon
117,19,55,28.80311922,6.122,muskmelon
98,26,49,27.29035669,6.13,muskmelon
113,20,48,27.46583649,6.441,muskmelon
101,17,47,29.49401389,6.185,muskmelon
98,7,45,27.79161808,6.158,muskmelon
93,22,48,29.12533739,6.777,muskmelon
95,21,47,27.93114233,6.432,muskmelon
109,12,48,29.45771748,6.709,muskmelon
118,12,47,27.96872279,6.011,muskmelon
100,14,49,29.48882958,6.366,muskmelon
89,9,47,29.47156259,6.668,muskmelon
95,16,46,27.076726500000003,6.747,muskmelon
95,7,45,27.30008597,6.032,muskmelon
87,6,45,29.82729394,6.401,muskmelon
93,20,50,29.93061247,6.449,muskmelon
84,29,49,29.94349168,6.251,muskmelon
111,5,47,28.03306461,6.274,muskmelon
111,5,52,29.8843055,6.136,muskmelon
111,15,54,27.7058373,6.194,muskmelon
89,11,47,29.78714005,6.328,muskmelon
110,15,48,28.57819995,6.213,muskmelon
95,30,52,29.48069921,6.64,muskmelon
115,12,52,27.51492243,6.686,muskmelon
120,25,50,28.05457761,6.327,muskmelon
102,11,45,29.03167341,6.355,muskmelon
94,5,55,28.5854649,6.086,muskmelon
84,18,46,27.08808014,6.781,muskmelon
107,22,54,27.99611732,6.63,muskmelon
80,18,52,27.87317436,6.485,muskmelon
86,18,45,28.96586565,6.567,muskmelon
113,28,48,28.87726019,6.171,muskmelon
115,18,53,29.17052093,6.012,muskmelon
82,20,54,29.34033587,6.541,muskmelon
98,22,47,29.07265321,6.341,muskmelon
117,25,54,28.68275966,6.151,muskmelon
83,15,49,28.92705913,6.438,muskmelon
120,16,51,27.99901833,6.547,muskmelon
111,5,50,27.59350075,6.4,muskmelon
85,21,47,29.87331077,6.187,muskmelon
90,23,54,28.55852465,6.159,muskmelon
99,29,55,29.19378695,6.661,muskmelon
102,11,47,27.98780984,6.505,muskmelon
80,18,51,28.05380704,6.706,muskmelon
87,21,52,27.350629600000005,6.068,muskmelon
114,8,52,29.34081108,6.419,muskmelon
99,6,46,28.61475136,6.396,muskmelon
89,25,50,27.04863538,6.376,muskmelon
96,13,55,29.5275305,6.7,muskmelon
82,26,47,28.50416396,6.565,muskmelon
106,21,52,28.89578588,6.287,muskmelon
90,15,52,27.04927452,6.448,muskmelon
106,16,54,28.96017885,6.586,muskmelon
24,128,196,22.75088787,5.521,apple
7,144,197,23.8494014,6.133,apple
14,128,205,22.60800988,6.226,apple
8,120,201,21.18667419,6.321,apple
20,129,201,23.41044706,5.588,apple
32,137,204,22.86006627,5.824,apple
27,139,205,22.48403042,5.772,apple
0,123,205,22.02775403,5.791,apple
22,144,196,21.91191314,6.499,apple
1,124,199,23.71059131,5.658,apple
30,122,197,21.37784654,5.573,apple
29,121,196,22.84852833,6.079,apple
13,126,204,23.1094265,6.383,apple
9,139,199,23.25230817,5.867,apple
0,133,200,23.67287749,5.708,apple
30,143,199,23.76881552,5.798,apple
36,140,198,23.34386401,6.282,apple
37,137,199,22.63946441,5.698,apple
33,121,203,22.45696744,5.606,apple
7,144,195,22.96388477,5.856,apple
35,128,205,21.07273439,6.041,apple
29,128,198,22.44075021,5.685,apple
2,143,196,22.71271308,5.669,apple
34,140,198,21.70416965,5.752,apple
29,144,204,22.43324518,5.8,apple
32,141,203,21.25941052,5.821,apple
13,144,197,22.9215706,6.28,apple
25,143,198,22.81212536,6.027,apple
9,137,200,21.12152071,5.637,apple
6,144,198,21.11478672,5.559,apple
37,126,196,23.59997268,5.596,apple
2,120,203,23.12652652,5.893,apple
11,143,197,22.98458907,5.876,apple
10,141,201,22.12659387,6.386,apple
24,142,202,22.53779727,5.711,apple
23,138,195,22.49095104,5.796,apple
18,125,204,22.35548159,6.047,apple
13,121,196,22.20700989,6.443,apple
26,122,202,22.44516988,5.617,apple
28,123,202,22.76643029,6.442,apple
26,121,201,22.19109412,6.162,apple
21,137,196,23.6119202,5.813,apple
21,135,198,23.86087054,5.765,apple
5,144,205,21.42177231,6.185,apple
2,123,205,22.36629253,5.74,apple
15,133,199,23.99686172,5.825,apple
31,130,198,21.80129837,5.555,apple
25,143,200,23.80436344,6.024,apple
16,143,204,23.71475278,5.631,apple
19,122,202,23.34467359,5.812,apple
10,125,196,22.31253665,5.731,apple
20,139,202,23.50201428,5.67,apple
28,123,198,23.46260321,5.683,apple
28,136,200,23.06204373,6.246,apple
2,131,199,22.47420512,6.017,apple
2,140,197,22.69780133,5.535,apple
27,138,201,23.66682067,5.952,apple
30,127,204,22.50050273,6.126,apple
32,145,203,23.83053666,6.407,apple
29,139,205,23.64142354,6.156,apple
26,126,195,21.41363812,5.879,apple
40,136,202,22.85267372,5.935,apple
6,124,200,22.98208095,5.971,apple
35,138,200,21.19909519,5.671,apple
17,136,196,23.87192332,5.882,apple
33,134,205,21.0365275,6.086,apple
16,143,197,22.61711614,5.904,apple
27,120,200,21.45278675,6.11,apple
29,145,205,22.81227579,6.212,apple
3,141,197,21.98141856,6.143,apple
15,123,204,22.52709326,6.366,apple
5,136,195,22.35628673,6.264,apple
10,136,204,21.19852186,6.276,apple
7,141,195,23.8812458,5.514,apple
2,129,201,22.78234161,5.682,apple
29,138,197,22.19055385,5.831,apple
30,137,200,22.91430043,5.603,apple
29,132,204,23.08950736,6.097,apple
14,139,197,21.72484506,6.057,apple
18,125,203,22.44307715,6.16,apple
33,143,204,21.1316077,5.814,apple
40,144,196,22.71750705,5.987,apple
9,143,197,23.75033085,5.57,apple
38,135,203,23.76121837,5.966,apple
28,130,196,22.13450646,6.062,apple
35,142,203,21.17089176,5.895,apple
12,129,205,22.36238282,6.119,apple
1,135,203,22.77856513,5.624,apple
0,145,205,21.22503442,5.521,apple
31,121,201,23.15791104,5.732,apple
35,131,203,22.42776057,5.893,apple
29,140,195,23.64082979,5.561,apple
33,138,198,22.29423493,6.222,apple
14,140,197,23.35225078,6.071,apple
35,145,195,22.03911546,6.232,apple
40,120,197,23.80593812,5.889,apple
25,132,198,22.31944084,5.733,apple
31,137,196,22.14464104,6.4,apple
36,144,196,23.65167552,6.497,apple
10,140,197,22.16939473,6.229,apple
22,30,12,15.78144173,6.354,orange
37,6,13,26.03097313,7.512,orange
27,13,6,13.36050601,7.335,orange
7,16,9,18.87957654,7.814,orange
20,7,9,29.47741671,7.129,orange
26,27,10,28.06903173,6.08,orange
5,23,15,25.66901098,7.409,orange
0,18,14,29.77149434,7.208,orange
39,24,14,30.55472573,7.189,orange
13,23,6,23.96147583,7.365,orange
21,17,15,23.98289638,7.456,orange
33,12,8,25.26052689,6.822,orange
6,9,12,31.08368929,7.029,orange
19,7,10,14.78003032,6.118,orange
24,18,6,26.56608303,6.285,orange
9,11,8,24.85903405,6.559,orange
31,8,7,34.51465139,7.163,orange
22,17,5,24.12188673,6.946,orange
13,5,8,23.85340379,7.475,orange
16,8,9,24.60297538,7.601,orange
4,13,6,15.63211033,7.561,orange
0,25,14,19.33516809,6.362,orange
8,7,10,28.2620488,6.929,orange
4,23,5,22.67594476,7.478,orange
33,14,8,21.03200078,7.684,orange
30,7,15,33.23453301,7.826,orange
21,29,12,22.30318989,6.439,orange
11,14,5,11.50322938,6.946,orange
9,8,15,14.34320488,7.994,orange
5,18,14,33.105698100000005,7.434,orange
29,25,14,30.49183837,7.782,orange
33,12,15,30.25578031,6.052,orange
8,16,6,12.22816189,7.107,orange
15,14,8,10.01081312,6.221,orange
16,7,8,22.79196751,6.42,orange
0,12,7,20.18432263,6.969,orange
5,25,6,30.72119881,6.011,orange
6,8,11,24.35590861,6.601,orange
10,5,5,21.21306973,7.818,orange
1,17,6,10.78689755,6.82,orange
1,30,10,11.89925671,7.291,orange
0,23,15,22.56664172,7.599,orange
24,27,9,18.86883219,6.157,orange
36,11,13,17.34083741,7.192,orange
40,21,8,34.90665289,7.419,orange
40,22,6,24.53610067,6.488,orange
32,18,13,13.8377282,6.044,orange
9,10,10,22.3551049,6.01,orange
13,16,8,34.74004942,6.95,orange
15,9,11,11.54785707,7.908,orange
29,11,5,23.13338811,7.64,orange
1,15,9,29.98364695,7.534,orange
18,5,11,20.87947369,6.252,orange
14,22,9,17.24944623,6.543,orange
33,15,7,15.83388699,7.651,orange
4,6,7,23.01014302,6.709,orange
17,16,14,16.39624284,6.626,orange
12,20,10,24.45132792,6.528,orange
34,29,8,31.87859192,6.451,orange
39,28,10,31.34920143,7.182,orange
31,25,12,18.05142392,7.016,orange
12,6,8,30.84835031,6.389,orange
12,29,13,22.45616931,7.571,orange
26,11,11,13.70319166,7.609,orange
19,24,15,20.48954522,7.137,orange
39,21,9,13.20844373,6.354,orange
16,29,13,32.31944397,6.197,orange
36,29,13,20.68185224,7.83,orange
37,23,12,31.52675982,6.395,orange
39,9,15,25.35467646,7.992,orange
31,5,14,17.66545409,6.583,orange
18,12,8,12.59093977,6.206,orange
20,20,10,11.86631922,6.977,orange
5,8,5,11.03367937,6.563,orange
20,8,12,25.2990432,7.26,orange
25,21,11,32.23797837,6.46,orange
14,19,14,17.68408797,6.699,orange
37,18,12,10.2708877,7.401,orange
26,15,6,17.22034507,6.912,orange
13,22,5,19.667056,7.764,orange
32,25,9,10.35609594,7.796,orange
19,7,9,27.255435,6.97,orange
28,7,9,34.591784600000004,6.731,orange
24,30,11,32.39523995,6.601,orange
7,17,10,10.16431299,6.466,orange
18,23,8,21.49118657,6.414,orange
7,20,12,16.53460397,6.475,orange
20,23,11,31.85206939999999,6.408,orange
18,14,11,28.04799508,6.551,orange
34,11,10,31.75048899,7.362,orange
20,29,10,29.07412717,7.365,orange
37,24,13,19.14381903,7.855,orange
12,8,10,16.14820285,7.996,orange
34,10,14,34.05296914,6.726,orange
6,13,9,34.51423957,7.787,orange
27,30,5,32.71748548,7.657,orange
13,8,12,25.16296632,7.106,orange
6,7,7,27.68167318,7.199,orange
40,17,15,21.35093384,7.871,orange
31,26,9,11.69894639,7.566,orange
61,68,50,35.21462816,6.793,papaya
58,46,45,42.39413392,6.576,papaya
45,47,55,38.4191628,6.751,papaya
39,65,53,35.33294932,6.561,papaya
31,68,45,42.92325255,6.938,papaya
70,68,45,33.83508569,6.992,papaya
68,62,50,33.20258348,6.978,papaya
34,65,47,23.48546973,6.834,papaya
38,68,54,29.33710543,6.739,papaya
69,64,47,40.21199348,6.993,papaya
58,51,47,42.13473976,6.757,papaya
59,47,53,32.86316618,6.851,papaya
44,64,54,29.80744318,6.743,papaya
56,57,48,31.56213762,6.506,papaya
69,60,54,36.32268069,6.99,papaya
56,58,49,37.13165026,6.692,papaya
49,55,53,38.4418717,6.544,papaya
38,51,52,32.66160599,6.928,papaya
54,65,47,27.92765919,6.722,papaya
57,57,51,39.01793345,6.992,papaya
39,52,53,32.51247398,6.704,papaya
58,67,45,38.72382798,6.702,papaya
61,64,52,43.30204933,6.641,papaya
34,62,55,27.58548913,6.585,papaya
31,48,45,40.78881819,6.563,papaya
47,46,52,23.19451074,6.502,papaya
32,68,52,32.68067385,6.8,papaya
36,59,46,34.28879307,6.721,papaya
61,51,51,39.30050027,6.575,papaya
70,54,46,39.73149053,6.919,papaya
44,56,49,39.23342464,6.52,papaya
34,68,51,27.34734861,6.687,papaya
50,59,47,40.76998685,6.748,papaya
39,70,52,26.26559543,6.651,papaya
34,61,49,28.12971499,6.503,papaya
44,60,55,34.2804607,6.825,papaya
31,62,52,33.7960155,6.991,papaya
65,62,51,31.53243779,6.512,papaya
44,57,53,42.30495821,6.932,papaya
50,47,48,24.63676897,6.713,papaya
43,50,48,28.28222883,6.63,papaya
60,46,53,24.48620746,6.762,papaya
70,68,55,42.84609252,6.691,papaya
59,62,52,43.67549305,6.609,papaya
60,58,51,42.07213781,6.841,papaya
42,60,47,33.46873719,6.835,papaya
35,66,47,31.7018373,6.953,papaya
34,65,48,41.41968393,6.665,papaya
36,54,46,42.54744013,6.663,papaya
39,64,52,28.91842453,6.679,papaya
37,52,47,43.08022702,6.543,papaya
33,47,46,29.20300896,6.839,papaya
34,48,48,41.04224355,6.805,papaya
49,54,50,25.62446619,6.763,papaya
40,65,49,35.32876402,6.678,papaya
68,52,49,24.42561272,6.577,papaya
50,46,52,31.18298415,6.734,papaya
65,63,50,31.88342554,6.524,papaya
40,49,47,42.93368602,6.502,papaya
42,53,48,23.11407669,6.758,papaya
49,55,51,24.87212063,6.677,papaya
59,62,49,43.36051537,6.941,papaya
63,58,47,26.83054058,6.864,papaya
70,65,52,30.42012134,6.584,papaya
63,50,52,28.64555584,6.752,papaya
40,64,47,32.50037548,6.894,papaya
63,58,50,43.03714283,6.721,papaya
45,58,49,30.10773379,6.828,papaya
66,69,47,23.69212243,6.912,papaya
54,67,52,35.67667332,6.586,papaya
69,67,52,27.71948962,6.827,papaya
67,68,49,35.26824831,6.822,papaya
45,57,47,23.16855863,6.656,papaya
56,50,52,33.08706051,6.77,papaya
70,50,53,37.4620912,6.934,papaya
44,47,45,38.73218907,6.579,papaya
50,60,47,32.57720726,6.928,papaya
52,51,53,38.38231475,6.986,papaya
35,68,45,42.93605359,6.612,papaya
68,69,52,25.65492304,6.813,papaya
32,55,52,37.58899717,6.968,papaya
32,55,51,29.60718808,6.574,papaya
48,62,47,25.34756111,6.803,papaya
39,69,53,25.9300384,6.965,papaya
49,61,45,32.76795887,6.764,papaya
48,57,54,29.02328049,6.618,papaya
69,66,49,40.00439101,6.527,papaya
53,55,55,33.32315744,6.71,papaya
38,61,52,31.22790131,6.621,papaya
57,64,55,26.68386496,6.584,papaya
51,57,55,24.70528368,6.676,papaya
56,65,45,38.2016825,6.751,papaya
54,66,52,36.56769731,6.868,papaya
58,55,47,26.05375792,6.742,papaya
68,70,54,31.29986342,6.986,papaya
42,59,55,40.10207731,6.979,papaya
43,64,47,38.58954491,6.826,papaya
35,67,49,41.31330062,6.617,papaya
56,59,55,37.03551903,6.552,papaya
39,64,53,23.012401800000006,6.599,papaya
18,30,29,26.762749300000007,6.42,coconut
37,23,28,25.61294367,5.74,coconut
13,28,33,28.130115000000004,5.687,coconut
2,21,35,25.02887163,6.294,coconut
10,18,35,27.79797651,6.382,coconut
7,11,32,29.25902906,5.542,coconut
39,5,31,27.10134661,5.552,coconut
34,6,27,25.84726298,5.861,coconut
31,30,29,26.58580443,5.559,coconut
25,7,35,28.38503882,5.558,coconut
16,18,26,28.43647052,5.568,coconut
26,10,33,28.27298134,6.071,coconut
27,8,32,27.00648436,5.628,coconut
37,18,30,27.63551259,6.385,coconut
19,15,34,26.29644905,5.686,coconut
0,19,33,27.1326009,6.234,coconut
31,20,26,25.56567803,6.443,coconut
9,17,32,25.94951662,5.842,coconut
22,11,29,28.03380598,5.956,coconut
31,6,26,29.12859129,5.741,coconut
34,6,30,27.0828252,5.948,coconut
24,6,32,28.11321494,6.387,coconut
1,8,26,27.5136304,5.563,coconut
31,13,33,27.63834933,5.86,coconut
10,9,28,29.01256899,6.283,coconut
36,27,26,26.58413917,6.254,coconut
38,24,33,28.28905147,5.974,coconut
11,6,25,28.69164799,6.082,coconut
16,14,30,29.70931288,6.375,coconut
33,14,35,27.14865285,6.028,coconut
16,6,29,29.28725038,5.868,coconut
32,11,31,25.06871967,6.206,coconut
38,14,30,26.92449525,5.571,coconut
8,6,33,28.27804288,6.095,coconut
23,6,33,29.18032562,6.026,coconut
29,25,35,28.3575072,5.543,coconut
24,14,33,29.38072512,6.366,coconut
32,12,30,25.39241091,5.58,coconut
30,25,31,26.31270635,5.805,coconut
14,21,35,29.52501367,6.121,coconut
27,22,29,28.83214859,6.0,coconut
40,5,29,28.48444906,5.821,coconut
17,11,32,28.74013335,5.621,coconut
30,30,35,25.00872392,6.002,coconut
28,10,30,29.8690834,6.306,coconut
39,7,29,27.54273211,6.363,coconut
32,20,35,26.52166434,5.589,coconut
7,15,32,25.03512351,6.182,coconut
29,17,29,29.20394909,5.959,coconut
34,15,34,27.05826457,5.677,coconut
14,23,25,26.18552389,5.612,coconut
18,19,29,27.59376845,6.206,coconut
7,21,35,25.76011662,5.765,coconut
24,27,34,28.87862994,6.203,coconut
39,29,29,26.50908611,6.144,coconut
29,8,28,26.87037587,6.1,coconut
10,24,27,27.57283516,5.708,coconut
0,29,32,28.05912437,5.868,coconut
32,11,31,29.51611558,6.461,coconut
37,10,32,28.96318258,6.165,coconut
20,29,27,25.09897688,6.047,coconut
31,29,35,27.1872282,6.137,coconut
17,30,27,29.03065024,5.894,coconut
1,12,30,27.754298,5.562,coconut
6,13,29,27.31155708,5.833,coconut
15,28,32,28.84270971,6.219,coconut
27,24,29,26.61423461,6.142,coconut
3,23,30,29.70143197,6.079,coconut
8,26,26,25.54759871,5.702,coconut
20,28,26,26.37978453,5.548,coconut
26,18,27,27.45907759,5.836,coconut
1,6,35,27.02269204,6.232,coconut
27,30,31,28.98545306,5.718,coconut
23,7,34,26.1055118,5.852,coconut
0,26,31,25.0707247,5.548,coconut
38,6,25,25.54963273,6.156,coconut
25,12,26,28.56973521,6.436,coconut
40,5,32,26.07010807,5.981,coconut
0,19,31,25.51791333,6.272,coconut
26,9,32,25.9490364,6.47,coconut
35,30,34,28.2974764,6.142,coconut
19,30,30,29.56549169,5.826,coconut
31,13,33,29.69952329,6.342,coconut
17,29,26,26.14162144,6.072,coconut
2,30,30,26.00175125,6.331,coconut
30,13,25,27.15116142,6.413,coconut
8,15,33,28.97318719,5.502,coconut
18,12,35,26.13958446,6.339,coconut
8,28,30,25.51618488,6.016,coconut
40,22,29,27.55821802,5.735,coconut
27,10,33,27.81132822,6.466,coconut
21,20,31,25.60033702,5.855,coconut
3,9,35,26.91641934,6.319,coconut
22,16,27,29.1797902,6.007,coconut
27,8,30,26.44600063,6.008,coconut
22,8,33,28.43572863,5.666,coconut
28,27,32,28.94099669,5.765,coconut
23,21,26,26.45488737,5.901,coconut
37,5,34,25.79490531,5.779,coconut
19,26,29,26.93141945,5.672,coconut
133,47,24,24.40228894,7.231,cotton
136,36,20,23.09595631,6.925,cotton
104,47,18,23.9656349,7.633,cotton
133,47,23,24.88738107,6.827,cotton
126,38,23,25.36243778,6.177,cotton
126,50,19,24.69457084,6.629,cotton
113,41,20,25.0017188,7.257,cotton
121,45,22,22.45942937,6.444,cotton
121,47,16,23.60564038,7.723,cotton
129,60,22,24.58453146,5.947,cotton
107,45,25,23.0865933,7.228,cotton
122,59,18,23.5000992,6.219,cotton
140,38,15,24.1472953,6.021,cotton
102,49,21,24.69315538,6.253,cotton
111,40,25,24.48469200000001,6.187,cotton
131,35,18,24.49112609,7.058,cotton
135,43,16,23.47986888,6.72,cotton
100,46,18,24.18586246,6.432,cotton
123,39,24,25.00755095,7.453,cotton
117,56,15,25.99237426,7.368,cotton
121,36,24,23.66457347,7.352,cotton
101,58,18,25.66891439,6.652,cotton
107,42,24,22.04612876,6.145,cotton
100,41,22,22.4204752,7.319,cotton
125,39,21,25.03149561,7.955,cotton
105,60,23,23.53371386,6.208,cotton
102,46,19,22.77076388,6.631,cotton
131,49,22,25.49848236,7.307,cotton
139,35,15,25.248679,5.898,cotton
108,36,19,22.78249615,7.239,cotton
118,45,23,23.37044424,7.978,cotton
107,51,22,24.86560781,5.983,cotton
125,60,17,24.14386157,6.786,cotton
113,37,20,25.03300222,7.393,cotton
131,52,16,23.65724079,6.486,cotton
115,48,16,25.54359718,7.176,cotton
113,38,25,22.00085141,7.388,cotton
111,41,18,23.64328417,6.105,cotton
111,53,19,23.96436009,6.42,cotton
122,48,16,24.65425757,6.308,cotton
108,46,17,24.3017998,6.932,cotton
132,41,22,24.29144926,7.811,cotton
103,42,17,24.29470232,6.528,cotton
133,50,25,25.72180042,7.569,cotton
127,37,18,24.87663664,7.041,cotton
110,39,25,22.60612115,7.209,cotton
131,38,19,23.86814008,6.814,cotton
108,38,24,23.41022496,7.442,cotton
122,40,17,24.96440768,6.855,cotton
111,50,15,25.16820129,7.885,cotton
140,40,17,22.72767171,6.006,cotton
100,40,20,22.45145981,7.432,cotton
123,50,16,23.04920461,6.498,cotton
107,36,21,25.29250148,6.205,cotton
118,50,19,22.95604064,6.361,cotton
103,51,20,22.80213132,7.047,cotton
133,57,19,23.54234715,7.947,cotton
129,47,20,24.41212325,6.282,cotton
116,52,19,22.94276687,6.115,cotton
114,40,23,25.53676123,6.754,cotton
131,60,17,25.32023717,7.425,cotton
107,43,18,22.426733,6.745,cotton
123,44,21,25.78544484,7.641,cotton
112,49,25,25.68959532,6.47,cotton
119,44,15,22.14593688,7.092,cotton
130,59,19,25.07278712,6.52,cotton
127,53,24,22.21506982,6.128,cotton
134,52,18,23.9643129,7.995,cotton
109,36,18,25.40059227,7.525,cotton
100,48,17,23.7805123,7.828,cotton
132,52,19,24.16402322,6.437,cotton
102,37,25,25.31468463,5.908,cotton
111,39,22,22.60361557,6.135,cotton
117,51,15,22.9535715,6.045,cotton
136,36,24,22.74446976,7.598,cotton
134,56,18,23.80834611,6.691,cotton
112,54,15,25.46228792,6.175,cotton
105,56,15,25.96779712,7.272,cotton
140,45,15,25.5308271,5.801,cotton
126,46,25,24.43847399,6.757,cotton
106,49,24,23.03887865,6.983,cotton
121,53,19,23.51308653,7.977,cotton
108,60,17,22.75805656,6.559,cotton
116,56,17,24.71252544,7.979,cotton
100,52,19,23.45969093,7.904,cotton
129,43,16,25.5503704,6.732,cotton
118,44,23,22.08458267,6.692,cotton
117,43,25,24.68854799,7.84,cotton
126,37,21,25.84997269,6.614,cotton
120,48,16,22.46054478,7.457,cotton
102,45,16,23.65629976,7.294,cotton
131,56,20,22.00817088,7.763,cotton
114,40,17,24.32630461,6.363,cotton
101,37,18,22.92360984,7.637,cotton
106,46,20,23.43821725,6.201,cotton
113,38,20,22.10718988,6.365,cotton
102,53,21,23.03814028,6.914,cotton
110,39,18,24.54795322,7.766,cotton
107,58,15,23.73868041,7.556,cotton
120,60,15,22.31871914,7.288,cotton
89,47,38,25.52468965,6.003,jute
60,37,39,26.59104992,6.033,jute
63,41,45,25.29781791,7.122,jute
86,40,39,25.72100868,6.207,jute
96,41,40,23.58419277,6.09,jute
100,35,36,25.31042337,6.347,jute
63,37,43,23.41798979,6.662,jute
70,43,40,24.35564134,6.177,jute
67,55,44,26.284017,7.252,jute
74,40,40,25.13842773,6.386,jute
89,53,44,24.88692811,7.32,jute
74,46,45,25.75734909,6.025,jute
89,41,38,23.12844351,6.345,jute
60,55,40,24.9949957,7.028,jute
67,43,38,25.21622704,7.299,jute
70,38,35,24.39736241,7.014,jute
74,49,38,23.31410442,7.488,jute
90,40,39,25.72668885,6.627,jute
82,35,44,26.96656378,6.239,jute
73,45,37,23.70467146,6.743,jute
85,53,38,24.90075709,6.588,jute
81,56,36,23.39605743,7.098,jute
84,55,38,26.8748389,6.957,jute
80,45,42,23.1426498,7.38,jute
76,54,45,24.29496635,6.177,jute
76,56,39,24.39459498,6.551,jute
81,40,45,25.7629429,6.428,jute
76,44,45,25.4879684,6.741,jute
69,47,40,25.37122686,6.13,jute
82,40,45,26.21312799,6.668,jute
69,57,35,24.30748599,6.187,jute
81,36,38,23.76554749,6.335,jute
67,60,38,24.79853023,7.162,jute
72,51,40,23.20683504,7.422,jute
65,39,45,23.66805429,6.768,jute
78,50,43,25.12417673,6.348,jute
77,52,41,23.89069041,6.097,jute
89,52,42,23.09433785,6.141,jute
62,49,37,24.21744605,7.479,jute
90,48,45,24.06475727,6.509,jute
